sampling_rate_hz,freq_resolution_hz,window_duration_s,windows_per_epoch,pts_per_window,smooth_factor,high_filter,low_filter,notch_filter,zero_means_suppressed,col_index,i_code,i_group,sub_index,csv_header,mmx_instrument,variable_name,family,sub_column,units,power_scale,freq_band,freq_min_hz,freq_max_hz,hemisphere,region,electrode,engine,epoch_duration_s,epoch_step_s,rows_per_obs,resolution,evidence_tier,evidence_note
64.0,0.5,2.0,4,128,3,,,,yes,11,I11_1,11,1,"ADR (2 min. running ave.) FFT PowerRatio 8-13/1-4Hz P3P7O1 (Blue) .P4P8O2 (Red), FFT PowerRatio, 8-13/1-4 Hz, P4P8O2","Time Avg <0,120> [FFT_PowerRatio 8-13//1-4 P4P8O2_avg]",adr_avg_p4p8o2,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",,alpha,8.0,13.0,right,,P4P8O2,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,0.5,2.0,4,128,3,,,,yes,12,I12_1,12,1,"ADR (2 min. running ave.) FFT PowerRatio 8-13/1-4Hz P3P7O1 (Blue) P4P8O2 (Red), FFT PowerRatio, 8-13/1-4 Hz, P3P7O1","Time Avg <0,120> [FFT_PowerRatio 8-13//1-4 P3P7O1_avg]",adr_avg_p3p7o1,adr,,"ratio of µV amplitudes (dimensionless); clamped at Ratio Max 10. NOT a power ratio — equals the square root of a conventional power-based ADR, so do not compare directly to published values.",,alpha,8.0,13.0,left,,P3P7O1,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"ratio of uV amplitude, NOT power; = sqrt of power-based ADR"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,13,I13_1,13,1,"aEEG, All 10-20",aEEG All 10-20_avg,aeeg_max,aeeg,max,µV (peak-to-peak),,,,,,,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,14,I13_2,13,2,"aEEG, All 10-20",aEEG All 10-20_avg,aeeg_min,aeeg,min,µV (peak-to-peak),,,,,,,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,15,I13_3,13,3,"aEEG, All 10-20",aEEG All 10-20_avg,aeeg_p50,aeeg,p50,µV (peak-to-peak),,,,,,,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,16,I13_4,13,4,"aEEG, All 10-20",aEEG All 10-20_avg,aeeg_p75,aeeg,p75,µV (peak-to-peak),,,,,,,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,17,I13_5,13,5,"aEEG, All 10-20",aEEG All 10-20_avg,aeeg_p25,aeeg,p25,µV (peak-to-peak),,,,,,,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,18,I14_1,14,1,"aEEG, Anterior",aEEG Anterior_avg,aeeg_anterior_max,aeeg,max,µV (peak-to-peak),,,,,,anterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,19,I14_2,14,2,"aEEG, Anterior",aEEG Anterior_avg,aeeg_anterior_min,aeeg,min,µV (peak-to-peak),,,,,,anterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,20,I14_3,14,3,"aEEG, Anterior",aEEG Anterior_avg,aeeg_anterior_p50,aeeg,p50,µV (peak-to-peak),,,,,,anterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,21,I14_4,14,4,"aEEG, Anterior",aEEG Anterior_avg,aeeg_anterior_p75,aeeg,p75,µV (peak-to-peak),,,,,,anterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,22,I14_5,14,5,"aEEG, Anterior",aEEG Anterior_avg,aeeg_anterior_p25,aeeg,p25,µV (peak-to-peak),,,,,,anterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,23,I15_1,15,1,"aEEG, Left Hemisphere",aEEG Left Hemisphere_avg,aeeg_left_max,aeeg,max,µV (peak-to-peak),,,,,left,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,24,I15_2,15,2,"aEEG, Left Hemisphere",aEEG Left Hemisphere_avg,aeeg_left_min,aeeg,min,µV (peak-to-peak),,,,,left,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,25,I15_3,15,3,"aEEG, Left Hemisphere",aEEG Left Hemisphere_avg,aeeg_left_p50,aeeg,p50,µV (peak-to-peak),,,,,left,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,26,I15_4,15,4,"aEEG, Left Hemisphere",aEEG Left Hemisphere_avg,aeeg_left_p75,aeeg,p75,µV (peak-to-peak),,,,,left,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,27,I15_5,15,5,"aEEG, Left Hemisphere",aEEG Left Hemisphere_avg,aeeg_left_p25,aeeg,p25,µV (peak-to-peak),,,,,left,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,28,I16_1,16,1,"aEEG, Posterior",aEEG Posterior_avg,aeeg_posterior_max,aeeg,max,µV (peak-to-peak),,,,,,posterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,29,I16_2,16,2,"aEEG, Posterior",aEEG Posterior_avg,aeeg_posterior_min,aeeg,min,µV (peak-to-peak),,,,,,posterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,30,I16_3,16,3,"aEEG, Posterior",aEEG Posterior_avg,aeeg_posterior_p50,aeeg,p50,µV (peak-to-peak),,,,,,posterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,31,I16_4,16,4,"aEEG, Posterior",aEEG Posterior_avg,aeeg_posterior_p75,aeeg,p75,µV (peak-to-peak),,,,,,posterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,32,I16_5,16,5,"aEEG, Posterior",aEEG Posterior_avg,aeeg_posterior_p25,aeeg,p25,µV (peak-to-peak),,,,,,posterior,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,33,I17_1,17,1,"aEEG, Right Hemisphere",aEEG Right Hemisphere_avg,aeeg_right_max,aeeg,max,µV (peak-to-peak),,,,,right,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,34,I17_2,17,2,"aEEG, Right Hemisphere",aEEG Right Hemisphere_avg,aeeg_right_min,aeeg,min,µV (peak-to-peak),,,,,right,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,35,I17_3,17,3,"aEEG, Right Hemisphere",aEEG Right Hemisphere_avg,aeeg_right_p50,aeeg,p50,µV (peak-to-peak),,,,,right,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,36,I17_4,17,4,"aEEG, Right Hemisphere",aEEG Right Hemisphere_avg,aeeg_right_p75,aeeg,p75,µV (peak-to-peak),,,,,right,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
64.0,,,,,,26 Hz,0.2 sec,50+60 Hz,,37,I17_5,17,5,"aEEG, Right Hemisphere",aEEG Right Hemisphere_avg,aeeg_right_p25,aeeg,p25,µV (peak-to-peak),,,,,right,hemisphere,,aEEG01,1.0,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: Max, Min, Median, p75, p25"
,,,,,,,,,,38,I18_1,18,1,Artifact Detector,Artifact,artifact_detector_i18s1,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,39,I18_2,18,2,Artifact Detector,Artifact,artifact_detector_i18s2,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,40,I18_3,18,3,Artifact Detector,Artifact,artifact_detector_i18s3,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,41,I18_4,18,4,Artifact Detector,Artifact,artifact_detector_i18s4,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,42,I18_5,18,5,Artifact Detector,Artifact,artifact_detector_i18s5,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,43,I18_6,18,6,Artifact Detector,Artifact,artifact_detector_i18s6,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,44,I18_7,18,7,Artifact Detector,Artifact,artifact_detector_i18s7,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,45,I18_8,18,8,Artifact Detector,Artifact,artifact_detector_i18s8,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,46,I18_9,18,9,Artifact Detector,Artifact,artifact_detector_i18s9,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,47,I18_10,18,10,Artifact Detector,Artifact,artifact_detector_i18s10,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,48,I18_11,18,11,Artifact Detector,Artifact,artifact_detector_i18s11,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,49,I18_12,18,12,Artifact Detector,Artifact,artifact_detector_i18s12,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,50,I18_13,18,13,Artifact Detector,Artifact,artifact_detector_i18s13,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,51,I18_14,18,14,Artifact Detector,Artifact,artifact_detector_i18s14,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,52,I18_15,18,15,Artifact Detector,Artifact,artifact_detector_i18s15,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,53,I18_16,18,16,Artifact Detector,Artifact,artifact_detector_i18s16,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,54,I18_17,18,17,Artifact Detector,Artifact,artifact_detector_i18s17,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
,,,,,,,,,,55,I18_18,18,18,Artifact Detector,Artifact,artifact_detector_i18s18,artifact_detector,,,,,,,,,,,,,,ordinal,P-COMM,Mike 2026-08-20: 18 internal classifiers; discard
128.0,,,,,,,,,,56,I19_1,19,1,Artifact Intensity,ArtifactIntensity,artifact_intensity_emg,artifact_intensity,emg,muscle: µV (per Persyst 2026-08-20; help text says µV² — unconfirmed). V-Eye / L-Eye: probability 0.0–1.0,,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: muscle uV, V-Eye/L-Eye prob 0-1"
128.0,,,,,,,,,,57,I19_2,19,2,Artifact Intensity,ArtifactIntensity,artifact_intensity_eye_vertical,artifact_intensity,eye_vertical,muscle: µV (per Persyst 2026-08-20; help text says µV² — unconfirmed). V-Eye / L-Eye: probability 0.0–1.0,,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: muscle uV, V-Eye/L-Eye prob 0-1"
128.0,,,,,,,,,,58,I19_3,19,3,Artifact Intensity,ArtifactIntensity,artifact_intensity_eye_horizontal,artifact_intensity,eye_horizontal,muscle: µV (per Persyst 2026-08-20; help text says µV² — unconfirmed). V-Eye / L-Eye: probability 0.0–1.0,,,,,,,,Artifact01,1.2,1.0,1,ordinal,P-COMM,"Mike 2026-08-20: muscle uV, V-Eye/L-Eye prob 0-1"
64.0,0.5,2.0,4,128,3,,,,yes,59,I20_1,20,1,"Asymmetry, Absolute Index (EASI), 0 - 20 Hz, Asym Hemi","Asymmetry, Absolute Index (EASI) 0-20 Asym Hemi",asymmetry_easi_broadband_hemisphere,asymmetry,easi_broadband_hemisphere,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,0.0,20.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,60,I21_1,21,1,"Asymmetry, Relative Index (REASI), 0 - 20 Hz, Asym Hemi","Asymmetry, Relative Index (REASI) 0-20 Asym Hemi",asymmetry_reasi_broadband_hemisphere,asymmetry,reasi_broadband_hemisphere,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,0.0,20.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,61,I22_1,22,1,"Asymmetry, Relative Index (REASI), 0 - 5 Hz, Asym Hemi","Asymmetry, Relative Index (REASI) 0-5 Asym Hemi",asymmetry_reasi_delta_hemisphere,asymmetry,reasi_delta_hemisphere,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,0.0,5.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,62,I23_1,23,1,"Asymmetry, Relative Index (REASI), 0 - 5 Hz, Asym Parasagittal","Asymmetry, Relative Index (REASI) 0-5 Asym Parasagittal",asymmetry_reasi_delta_parasagittal,asymmetry,reasi_delta_parasagittal,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,0.0,5.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,63,I24_1,24,1,"Asymmetry, Relative Index (REASI), 0 - 5 Hz, Asym Posterior","Asymmetry, Relative Index (REASI) 0-5 Asym Posterior",asymmetry_reasi_delta_posterior,asymmetry,reasi_delta_posterior,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,0.0,5.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,64,I25_1,25,1,"Asymmetry, Relative Index (REASI), 0 - 5 Hz, Asym Temporal","Asymmetry, Relative Index (REASI) 0-5 Asym Temporal",asymmetry_reasi_delta_temporal,asymmetry,reasi_delta_temporal,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,0.0,5.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,65,I26_1,26,1,"Asymmetry, Relative Index (REASI), 4 - 8 Hz, Asym Hemi","Asymmetry, Relative Index (REASI) 4-8 Asym Hemi",asymmetry_reasi_hemisphere,asymmetry,reasi_hemisphere,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,theta,4.0,8.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,66,I27_1,27,1,"Asymmetry, Relative Index (REASI), 6 - 14 Hz, Asym Hemi","Asymmetry, Relative Index (REASI) 6-14 Asym Hemi",asymmetry_reasi_alpha_hemisphere,asymmetry,reasi_alpha_hemisphere,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,6.0,14.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,67,I28_1,28,1,"Asymmetry, Relative Index (REASI), 6 - 14 Hz, Asym Parasagittal","Asymmetry, Relative Index (REASI) 6-14 Asym Parasagittal",asymmetry_reasi_alpha_parasagittal,asymmetry,reasi_alpha_parasagittal,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,6.0,14.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,68,I29_1,29,1,"Asymmetry, Relative Index (REASI), 6 - 14 Hz, Asym Posterior","Asymmetry, Relative Index (REASI) 6-14 Asym Posterior",asymmetry_reasi_alpha_posterior,asymmetry,reasi_alpha_posterior,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,6.0,14.0,,posterior,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,69,I30_1,30,1,"Asymmetry, Relative Index (REASI), 6 - 14 Hz, Asym Temporal","Asymmetry, Relative Index (REASI) 6-14 Asym Temporal",asymmetry_reasi_alpha_temporal,asymmetry,reasi_alpha_temporal,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,,6.0,14.0,,,,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
64.0,0.5,2.0,4,128,3,,,,yes,70,I31_1,31,1,"Asymmetry, Relative Spectrogram F4 C4 P4 || , F3C3P3","Asymmetry, Relative Spectrogram 0-20 F3C3P3",asymmetry_spec_f3c3p3_0_50hz,asymmetry,,"% (EASI 0–100 magnitude; REASI −100 to +100, + = right>left)",uV,infraslow,0.25,0.75,left,,F3C3P3,FFTEngine01,4.0,8.0,8,ordinal,P-DOC,"Trend Types Asymmetry.md; EASI 0-100, REASI -100..+100"
